scenario,route,grouping,window_ms,order_index,req_id,prefix_type,group_key,schedule_wait_ms,prompt_tokens,prefix_tokens,reused_tokens,reuse_hit,model_latency_s,total_latency_s,output_tokens,throughput_tokens_per_s
fifo_w0,route1,fifo,0,36,37,D,fifo_37,0.000,25,24,0,0,4.092917,4.092917,128,31.273539
fifo_w0,route1,fifo,0,37,38,D,fifo_38,0.000,22,22,0,0,4.093562,4.093562,128,31.268613
fifo_w0,route1,fifo,0,38,39,D,fifo_39,0.000,22,22,0,0,4.094593,4.094593,128,31.260737
fifo_w0,route1,fifo,0,39,40,D,fifo_40,0.000,20,20,0,0,4.090879,4.090879,128,31.289118
fifo_w0,route1,fifo,0,40,41,E,fifo_41,0.000,20,20,0,0,4.091166,4.091166,128,31.286922
fifo_w0,route1,fifo,0,41,42,E,fifo_42,0.000,18,18,0,0,4.091213,4.091213,128,31.286563
fifo_w0,route1,fifo,0,42,43,E,fifo_43,0.000,18,18,0,0,4.094180,4.094180,128,31.263894
fifo_w0,route1,fifo,0,43,44,E,fifo_44,0.000,20,20,0,0,4.093436,4.093436,128,31.269570
fifo_w0,route1,fifo,0,44,45,E,fifo_45,0.000,21,21,0,0,4.068945,4.068945,128,31.457783
fifo_w0,route1,fifo,0,45,46,E,fifo_46,0.000,21,21,0,0,4.068210,4.068210,128,31.463470
fifo_w0,route1,fifo,0,46,47,E,fifo_47,0.000,20,20,0,0,4.069323,4.069323,128,31.454861
fifo_w0,route1,fifo,0,47,48,E,fifo_48,0.000,20,20,0,0,4.090632,4.090632,128,31.291010
fifo_w0,route1,fifo,0,48,49,E,fifo_49,0.000,21,21,0,0,4.092753,4.092753,128,31.274791
fifo_w0,route1,fifo,0,49,50,E,fifo_50,0.000,23,23,0,0,4.093168,4.093168,128,31.271622
fifo_w0,route1,fifo,0,50,51,F,fifo_51,0.000,20,20,0,0,4.095032,4.095032,128,31.257384
fifo_w0,route1,fifo,0,51,52,F,fifo_52,0.000,20,20,0,0,4.086920,4.086920,128,31.319431
fifo_w0,route1,fifo,0,52,53,F,fifo_53,0.000,20,20,0,0,4.086439,4.086439,128,31.323112
fifo_w0,route1,fifo,0,53,54,F,fifo_54,0.000,20,20,0,0,4.082523,4.082523,128,31.353164
fifo_w0,route1,fifo,0,54,55,F,fifo_55,0.000,20,20,0,0,4.078474,4.078474,128,31.384289
fifo_w0,route1,fifo,0,55,56,F,fifo_56,0.000,21,21,0,0,4.078278,4.078278,128,31.385794
fifo_w0,route1,fifo,0,56,57,F,fifo_57,0.000,20,20,0,0,4.078870,4.078870,128,31.381240
fifo_w0,route1,fifo,0,57,58,F,fifo_58,0.000,20,20,0,0,4.084882,4.084882,128,31.335057
fifo_w0,route1,fifo,0,58,59,F,fifo_59,0.000,20,20,0,0,4.084168,4.084168,128,31.340534
fifo_w0,route1,fifo,0,59,60,F,fifo_60,0.000,20,20,0,0,4.088306,4.088306,128,31.308814
fifo_w0,route1,fifo,0,60,61,G,fifo_61,0.000,24,24,0,0,4.077202,4.077202,128,31.394075
fifo_w0,route1,fifo,0,61,62,G,fifo_62,0.000,21,21,0,0,0.347453,0.347453,9,25.902760
fifo_w0,route1,fifo,0,62,63,G,fifo_63,0.000,21,21,0,0,4.072434,4.072434,128,31.430831
fifo_w0,route1,fifo,0,63,64,G,fifo_64,0.000,21,21,0,0,4.076241,4.076241,128,31.401482
fifo_w0,route1,fifo,0,64,65,G,fifo_65,0.000,21,21,0,0,4.080837,4.080837,128,31.366112
fifo_w0,route1,fifo,0,65,66,G,fifo_66,0.000,22,22,0,0,4.086923,4.086923,128,31.319403
fifo_w0,route1,fifo,0,66,67,G,fifo_67,0.000,22,22,0,0,4.082056,4.082056,128,31.356750
fifo_w0,route1,fifo,0,67,68,G,fifo_68,0.000,21,21,0,0,0.417845,0.417845,11,26.325570
fifo_w0,route1,fifo,0,68,69,G,fifo_69,0.000,21,21,0,0,4.088478,4.088478,128,31.307498
fifo_w0,route1,fifo,0,69,70,G,fifo_70,0.000,21,21,0,0,4.076610,4.076610,128,31.398638
fifo_w0,route1,fifo,0,70,71,H,fifo_71,0.000,20,20,0,0,4.067975,4.067975,128,31.465287
fifo_w0,route1,fifo,0,71,72,H,fifo_72,0.000,19,19,0,0,3.800427,3.800427,128,33.680429
fifo_w0,route1,fifo,0,72,73,H,fifo_73,0.000,19,19,0,0,3.811113,3.811113,128,33.585991
fifo_w0,route1,fifo,0,73,74,H,fifo_74,0.000,22,22,0,0,3.815445,3.815445,128,33.547859
fifo_w0,route1,fifo,0,74,75,H,fifo_75,0.000,20,20,0,0,3.983529,3.983529,128,32.132312
fifo_w0,route1,fifo,0,75,76,H,fifo_76,0.000,22,22,0,0,3.989358,3.989358,128,32.085361
fifo_w0,route1,fifo,0,76,77,H,fifo_77,0.000,20,20,0,0,3.995741,3.995741,128,32.034109
fifo_w0,route1,fifo,0,77,78,H,fifo_78,0.000,19,19,0,0,4.117643,4.117643,128,31.085742
fifo_w0,route1,fifo,0,78,79,H,fifo_79,0.000,17,17,0,0,4.117100,4.117100,128,31.089846
fifo_w0,route1,fifo,0,79,80,H,fifo_80,0.000,19,19,0,0,4.115406,4.115406,128,31.102643
fifo_w0,route1,fifo,0,80,81,I,fifo_81,0.000,23,23,0,0,4.116853,4.116853,128,31.091711
fifo_w0,route1,fifo,0,81,82,I,fifo_82,0.000,21,21,0,0,4.119619,4.119619,128,31.070832
fifo_w0,route1,fifo,0,82,83,I,fifo_83,0.000,20,20,0,0,4.119483,4.119483,128,31.071859
fifo_w0,route1,fifo,0,83,84,I,fifo_84,0.000,20,20,0,0,4.135969,4.135969,128,30.948007
fifo_w0,route1,fifo,0,84,85,I,fifo_85,0.000,20,20,0,0,4.136773,4.136773,128,30.941995
fifo_w0,route1,fifo,0,85,86,I,fifo_86,0.000,20,20,0,0,4.141862,4.141862,128,30.903973
fifo_w0,route1,fifo,0,86,87,I,fifo_87,0.000,20,20,0,0,4.250880,4.250880,128,30.111414
fifo_w0,route1,fifo,0,87,88,I,fifo_88,0.000,23,23,0,0,4.254798,4.254798,128,30.083686
fifo_w0,route1,fifo,0,88,89,I,fifo_89,0.000,20,20,0,0,4.253718,4.253718,128,30.091319
fifo_w0,route1,fifo,0,89,90,I,fifo_90,0.000,21,21,0,0,3.811254,3.811254,128,33.584747
fifo_w0,route1,fifo,0,90,91,J,fifo_91,0.000,22,22,0,0,3.777553,3.777553,128,33.884373
fifo_w0,route1,fifo,0,91,92,J,fifo_92,0.000,22,22,0,0,3.760134,3.760134,128,34.041341
fifo_w0,route1,fifo,0,92,93,J,fifo_93,0.000,22,22,0,0,3.545019,3.545019,128,36.107005
fifo_w0,route1,fifo,0,93,94,J,fifo_94,0.000,22,22,0,0,3.558561,3.558561,128,35.969599
fifo_w0,route1,fifo,0,94,95,J,fifo_95,0.000,22,22,0,0,3.590130,3.590130,128,35.653305
fifo_w0,route1,fifo,0,95,96,J,fifo_96,0.000,20,20,0,0,4.368939,4.368939,128,29.297731
fifo_w0,route1,fifo,0,96,97,J,fifo_97,0.000,23,23,0,0,4.385256,4.385256,128,29.188715
fifo_w0,route1,fifo,0,97,98,J,fifo_98,0.000,22,22,0,0,4.366945,4.366945,128,29.311109
fifo_w0,route1,fifo,0,98,99,J,fifo_99,0.000,22,22,0,0,3.811727,3.811727,128,33.580582
fifo_w0,route1,fifo,0,99,100,J,fifo_100,0.000,20,20,0,0,3.762263,3.762263,128,34.022079
exact_w0,route1,exact,0,0,1,A,b06a510c1958fe8b,0.000,18,18,0,0,3.837216,3.837216,128,33.357514
exact_w0,route1,exact,0,1,7,A,b06a510c1958fe8b,0.000,18,18,18,1,3.838274,3.838274,128,33.348325
exact_w0,route1,exact,0,2,2,A,1c6250065172cfdc,0.000,21,21,0,0,3.839111,3.839111,128,33.341051
exact_w0,route1,exact,0,3,3,A,1c6250065172cfdc,0.000,21,21,21,1,3.871449,3.871449,128,33.062560
exact_w0,route1,exact,0,4,4,A,e162011be1dce903,0.000,23,23,0,0,3.871377,3.871377,128,33.063171
exact_w0,route1,exact,0,5,6,A,e162011be1dce903,0.000,23,23,23,1,3.871407,3.871407,128,33.062913
exact_w0,route1,exact,0,6,5,A,fb09a0c9919b5322,0.000,20,20,0,0,3.805144,3.805144,128,33.638673
exact_w0,route1,exact,0,7,8,A,fb09a0c9919b5322,0.000,20,20,20,1,3.807063,3.807063,128,33.621722
exact_w0,route1,exact,0,8,9,A,073002f85aa407ca,0.000,20,20,0,0,3.802592,3.802592,128,33.661246
exact_w0,route1,exact,0,9,10,A,1e55ab7725006f48,0.000,20,20,0,0,3.435490,3.435490,128,37.258145
exact_w0,route1,exact,0,10,11,B,66292adb5db61fa2,0.000,21,21,0,0,3.435452,3.435452,128,37.258560
exact_w0,route1,exact,0,11,20,B,66292adb5db61fa2,0.000,21,21,21,1,3.434979,3.434979,128,37.263691
exact_w0,route1,exact,0,12,12,B,2a4a444d90f3e26d,0.000,21,21,0,0,3.599460,3.599460,128,35.560894
exact_w0,route1,exact,0,13,17,B,2a4a444d90f3e26d,0.000,21,21,21,1,3.592960,3.592960,128,35.625226
exact_w0,route1,exact,0,14,18,B,2a4a444d90f3e26d,0.000,21,21,21,1,3.593609,3.593609,128,35.618789
exact_w0,route1,exact,0,15,13,B,c1675015c82de154,0.000,19,19,0,0,3.835295,3.835295,128,33.374225
exact_w0,route1,exact,0,16,14,B,c1675015c82de154,0.000,19,19,19,1,3.835169,3.835169,128,33.375326
exact_w0,route1,exact,0,17,15,B,451b91b27e59a255,0.000,21,21,0,0,3.828468,3.828468,128,33.433737
exact_w0,route1,exact,0,18,16,B,451b91b27e59a255,0.000,21,21,21,1,3.866716,3.866716,128,33.103025
exact_w0,route1,exact,0,19,19,B,ffa9ed792f5d1ac0,0.000,21,21,0,0,3.869126,3.869126,128,33.082410
exact_w0,route1,exact,0,20,21,C,785deb470ab3116f,0.000,24,24,0,0,3.864569,3.864569,128,33.121420
exact_w0,route1,exact,0,21,26,C,785deb470ab3116f,0.000,24,24,24,1,3.861032,3.861032,128,33.151760
exact_w0,route1,exact,0,22,28,C,785deb470ab3116f,0.000,24,24,24,1,3.853848,3.853848,128,33.213555
exact_w0,route1,exact,0,23,22,C,436bc8cc2e2ac5b6,0.000,23,23,0,0,3.853604,3.853604,128,33.215660
exact_w0,route1,exact,0,24,23,C,ab49e669c0c0bef5,0.000,24,24,0,0,3.866536,3.866536,128,33.104568
exact_w0,route1,exact,0,25,24,C,a0a5c84db5910328,0.000,23,23,0,0,3.861829,3.861829,128,33.144920
exact_w0,route1,exact,0,26,25,C,f24036c88021bd62,0.000,21,21,0,0,3.863857,3.863857,128,33.127521
exact_w0,route1,exact,0,27,30,C,f24036c88021bd62,0.000,21,21,21,1,3.878994,3.878994,128,32.998251
exact_w0,route1,exact,0,28,27,C,905f0043177424b9,0.000,23,23,0,0,3.878803,3.878803,128,32.999869
exact_w0,route1,exact,0,29,29,C,c3848bf38708aed2,0.000,23,23,0,0,3.879123,3.879123,128,32.997149
exact_w0,route1,exact,0,30,31,D,3517700e439eeef4,0.000,22,22,0,0,3.874321,3.874321,128,33.038050
exact_w0,route1,exact,0,31,38,D,3517700e439eeef4,0.000,22,22,22,1,3.869587,3.869587,128,33.078462
exact_w0,route1,exact,0,32,32,D,2325d9afb662ea0e,0.000,23,23,0,0,3.864803,3.864803,128,33.119410
exact_w0,route1,exact,0,33,33,D,0252a80c4ddf7947,0.000,22,22,0,0,3.700919,3.700919,121,32.694582
exact_w0,route1,exact,0,34,36,D,0252a80c4ddf7947,0.000,22,22,22,1,3.663911,3.663911,121,33.024823
exact_w0,route1,exact,0,35,34,D,d1e68c91a9afcd98,0.000,20,20,0,0,3.910679,3.910679,128,32.730892
exact_w0,route1,exact,0,36,40,D,d1e68c91a9afcd98,0.000,20,20,20,1,3.685442,3.685442,128,34.731252
exact_w0,route1,exact,0,37,35,D,63be4cec68695286,0.000,22,22,0,0,3.679347,3.679347,128,34.788784
exact_w0,route1,exact,0,38,37,D,61be32de16c63dca,0.000,25,24,0,0,3.649190,3.649190,128,35.076281
exact_w0,route1,exact,0,39,39,D,9976548721ee3c9f,0.000,22,22,0,0,3.441719,3.441719,128,37.190714
exact_w0,route1,exact,0,40,41,E,2cd5d7524d9bd1fc,0.000,20,20,0,0,3.441955,3.441955,128,37.188171
exact_w0,route1,exact,0,41,44,E,2cd5d7524d9bd1fc,0.000,20,20,20,1,3.442389,3.442389,128,37.183477
exact_w0,route1,exact,0,42,42,E,ce690f6a1c45db9b,0.000,18,18,0,0,3.452048,3.452048,128,37.079435
exact_w0,route1,exact,0,43,43,E,ce690f6a1c45db9b,0.000,18,18,18,1,3.451915,3.451915,128,37.080863
exact_w0,route1,exact,0,44,45,E,249de3f68c1141fd,0.000,21,21,0,0,3.452458,3.452458,128,37.075038
exact_w0,route1,exact,0,45,46,E,6dbc20a0e5ce6646,0.000,21,21,0,0,3.459268,3.459268,128,37.002051
exact_w0,route1,exact,0,46,49,E,6dbc20a0e5ce6646,0.000,21,21,21,1,3.459480,3.459480,128,36.999778
exact_w0,route1,exact,0,47,47,E,9e3949d579a5dab0,0.000,20,20,0,0,3.459203,3.459203,128,37.002744
exact_w0,route1,exact,0,48,48,E,74399c324918e73a,0.000,20,20,0,0,3.452089,3.452089,128,37.079000
exact_w0,route1,exact,0,49,50,E,9f82d44236ab0891,0.000,23,23,0,0,3.451769,3.451769,128,37.082436
exact_w0,route1,exact,0,50,51,F,a756407aedb13cb0,0.000,20,20,0,0,3.451553,3.451553,128,37.084755
exact_w0,route1,exact,0,51,57,F,a756407aedb13cb0,0.000,20,20,20,1,3.745195,3.745195,128,34.177123
exact_w0,route1,exact,0,52,58,F,a756407aedb13cb0,0.000,20,20,20,1,3.750183,3.750183,128,34.131665
exact_w0,route1,exact,0,53,52,F,e0a123ca215f9da9,0.000,20,20,0,0,3.778399,3.778399,128,33.876778
exact_w0,route1,exact,0,54,53,F,3f9d06faac784018,0.000,20,20,0,0,3.859124,3.859124,128,33.168152
exact_w0,route1,exact,0,55,54,F,3f9d06faac784018,0.000,20,20,20,1,3.859079,3.859079,128,33.168539
exact_w0,route1,exact,0,56,55,F,3f9d06faac784018,0.000,20,20,20,1,3.858407,3.858407,128,33.174311
exact_w0,route1,exact,0,57,60,F,3f9d06faac784018,0.000,20,20,20,1,3.926466,3.926466,128,32.599288
exact_w0,route1,exact,0,58,56,F,e9133f1bd72d210c,0.000,21,21,0,0,3.927625,3.927625,128,32.589671
exact_w0,route1,exact,0,59,59,F,d37e1c0fdaa9d8dd,0.000,20,20,0,0,3.929980,3.929980,128,32.570139
exact_w0,route1,exact,0,60,61,G,2ab42a8e55b9e0fa,0.000,24,24,0,0,3.856423,3.856423,128,33.191376
exact_w0,route1,exact,0,61,62,G,8cbb1de94aa0495a,0.000,21,21,0,0,0.337247,0.337247,9,26.686680
exact_w0,route1,exact,0,62,63,G,2a5b7f74929b0fe4,0.000,21,21,0,0,3.836628,3.836628,128,33.362630
exact_w0,route1,exact,0,63,64,G,013ccebdaf96adbc,0.000,21,21,0,0,3.829202,3.829202,128,33.427334
exact_w0,route1,exact,0,64,65,G,013ccebdaf96adbc,0.000,21,21,21,1,4.242859,4.242859,128,30.168335
exact_w0,route1,exact,0,65,66,G,7f58f3cd76c16dd7,0.000,22,22,0,0,4.269579,4.269579,128,29.979537
exact_w0,route1,exact,0,66,67,G,7f58f3cd76c16dd7,0.000,22,22,22,1,4.295470,4.295470,128,29.798832
exact_w0,route1,exact,0,67,68,G,e9a01fc97466b320,0.000,21,21,0,0,0.429367,0.429367,11,25.619127
exact_w0,route1,exact,0,68,69,G,87f551eac2921c70,0.000,21,21,0,0,3.976700,3.976700,128,32.187495
exact_w0,route1,exact,0,69,70,G,f2da6e4ff17223f6,0.000,21,21,0,0,3.959554,3.959554,128,32.326872
exact_w0,route1,exact,0,70,71,H,f17b915398639bd9,0.000,20,20,0,0,3.962035,3.962035,128,32.306633
exact_w0,route1,exact,0,71,75,H,f17b915398639bd9,0.000,20,20,20,1,4.019930,4.019930,128,31.841352
exact_w0,route1,exact,0,72,72,H,469572910a814a88,0.000,19,19,0,0,4.026070,4.026070,128,31.792792
exact_w0,route1,exact,0,73,73,H,469572910a814a88,0.000,19,19,19,1,4.024732,4.024732,128,31.803361
exact_w0,route1,exact,0,74,74,H,a8cddc6e78110290,0.000,22,22,0,0,4.098003,4.098003,128,31.234728
exact_w0,route1,exact,0,75,76,H,a8cddc6e78110290,0.000,22,22,22,1,4.101983,4.101983,128,31.204417
exact_w0,route1,exact,0,76,77,H,1f4d5db08ebad26a,0.000,20,20,0,0,4.101031,4.101031,128,31.211661
exact_w0,route1,exact,0,77,78,H,364c96fe727492ea,0.000,19,19,0,0,4.090053,4.090053,128,31.295439
exact_w0,route1,exact,0,78,79,H,9d1462fa5c8d3ddb,0.000,17,17,0,0,4.086546,4.086546,128,31.322293
exact_w0,route1,exact,0,79,80,H,740793db3d014c9d,0.000,19,19,0,0,4.087357,4.087357,128,31.316079
exact_w0,route1,exact,0,80,81,I,5a76d581b44f04ce,0.000,23,23,0,0,4.101192,4.101192,128,31.210439
exact_w0,route1,exact,0,81,88,I,5a76d581b44f04ce,0.000,23,23,23,1,4.083065,4.083065,128,31.349001
exact_w0,route1,exact,0,82,82,I,00c771936fc4bece,0.000,21,21,0,0,4.078684,4.078684,128,31.382675
exact_w0,route1,exact,0,83,90,I,00c771936fc4bece,0.000,21,21,21,1,4.075572,4.075572,128,31.406635
exact_w0,route1,exact,0,84,83,I,d8d8f0d8ec0882ee,0.000,20,20,0,0,4.092249,4.092249,128,31.278645
exact_w0,route1,exact,0,85,87,I,d8d8f0d8ec0882ee,0.000,20,20,20,1,4.098321,4.098321,128,31.232304
exact_w0,route1,exact,0,86,84,I,7c4112902ffef09b,0.000,20,20,0,0,4.088658,4.088658,128,31.306115
exact_w0,route1,exact,0,87,85,I,7c4112902ffef09b,0.000,20,20,20,1,4.085287,4.085287,128,31.331949
exact_w0,route1,exact,0,88,86,I,fd7482c7de334fc1,0.000,20,20,0,0,4.089867,4.089867,128,31.296860
exact_w0,route1,exact,0,89,89,I,0b13917a23bc6216,0.000,20,20,0,0,4.083003,4.083003,128,31.349473
exact_w0,route1,exact,0,90,91,J,9a629be51d60b7ec,0.000,22,22,0,0,4.084010,4.084010,128,31.341746
exact_w0,route1,exact,0,91,92,J,e934e5c30fae1384,0.000,22,22,0,0,4.078335,4.078335,128,31.385355
exact_w0,route1,exact,0,92,98,J,e934e5c30fae1384,0.000,22,22,22,1,4.070708,4.070708,128,31.444165
exact_w0,route1,exact,0,93,93,J,5c4da976958e1ddf,0.000,22,22,0,0,4.069741,4.069741,128,31.451634
exact_w0,route1,exact,0,94,95,J,5c4da976958e1ddf,0.000,22,22,22,1,4.072834,4.072834,128,31.427745
exact_w0,route1,exact,0,95,99,J,5c4da976958e1ddf,0.000,22,22,22,1,4.072257,4.072257,128,31.432202
exact_w0,route1,exact,0,96,94,J,1cb2f43b772ddd4b,0.000,22,22,0,0,4.075639,4.075639,128,31.406121
exact_w0,route1,exact,0,97,96,J,5045df4b5cdb934d,0.000,20,20,0,0,4.076529,4.076529,128,31.399258
exact_w0,route1,exact,0,98,100,J,5045df4b5cdb934d,0.000,20,20,20,1,4.066996,4.066996,128,31.472864
exact_w0,route1,exact,0,99,97,J,89255f4041c2c26a,0.000,23,23,0,0,4.030187,4.030187,128,31.760317
similarity_w0,route1,similarity,0,0,1,A,sim_000,0.000,18,18,0,0,4.065867,4.065867,128,31.481598
similarity_w0,route1,similarity,0,1,7,A,sim_000,0.000,18,18,18,1,4.066516,4.066516,128,31.476572
similarity_w0,route1,similarity,0,2,2,A,sim_001,0.000,21,21,0,0,4.066746,4.066746,128,31.474799
similarity_w0,route1,similarity,0,3,3,A,sim_001,0.000,21,21,21,1,4.074940,4.074940,128,31.411505
similarity_w0,route1,similarity,0,4,4,A,sim_002,0.000,23,23,0,0,4.077201,4.077201,128,31.394085
similarity_w0,route1,similarity,0,5,6,A,sim_002,0.000,23,23,23,1,4.072942,4.072942,128,31.426918
similarity_w0,route1,similarity,0,6,5,A,sim_003,0.000,20,20,0,0,3.767672,3.767672,128,33.973234
similarity_w0,route1,similarity,0,7,8,A,sim_003,0.000,20,20,20,1,3.760742,3.760742,128,34.035837
similarity_w0,route1,similarity,0,8,9,A,sim_004,0.000,20,20,0,0,3.760889,3.760889,128,34.034506
similarity_w0,route1,similarity,0,9,10,A,sim_005,0.000,20,20,0,0,3.941109,3.941109,128,32.478166
similarity_w0,route1,similarity,0,10,11,B,sim_006,0.000,21,21,0,0,3.941186,3.941186,128,32.477537
similarity_w0,route1,similarity,0,11,20,B,sim_006,0.000,21,21,21,1,3.941032,3.941032,128,32.478805
similarity_w0,route1,similarity,0,12,12,B,sim_007,0.000,21,21,0,0,4.083001,4.083001,128,31.349491
similarity_w0,route1,similarity,0,13,17,B,sim_007,0.000,21,21,21,1,4.078559,4.078559,128,31.383636
similarity_w0,route1,similarity,0,14,18,B,sim_007,0.000,21,21,21,1,4.074064,4.074064,128,31.418256
similarity_w0,route1,similarity,0,15,13,B,sim_008,0.000,19,19,0,0,4.130762,4.130762,128,30.987022
similarity_w0,route1,similarity,0,16,14,B,sim_008,0.000,19,19,19,1,4.135530,4.135530,128,30.951295
similarity_w0,route1,similarity,0,17,15,B,sim_009,0.000,21,21,0,0,4.129889,4.129889,128,30.993568
similarity_w0,route1,similarity,0,18,16,B,sim_009,0.000,21,21,21,1,4.067580,4.067580,128,31.468346
similarity_w0,route1,similarity,0,19,19,B,sim_010,0.000,21,21,0,0,4.068504,4.068504,128,31.461194
similarity_w0,route1,similarity,0,20,21,C,sim_011,0.000,24,24,0,0,4.062026,4.062026,128,31.511371
similarity_w0,route1,similarity,0,21,26,C,sim_011,0.000,24,24,24,1,4.193576,4.193576,128,30.522872
similarity_w0,route1,similarity,0,22,28,C,sim_011,0.000,24,24,24,1,4.194740,4.194740,128,30.514410
similarity_w0,route1,similarity,0,23,22,C,sim_012,0.000,23,23,0,0,4.186665,4.186665,128,30.573262
similarity_w0,route1,similarity,0,24,23,C,sim_013,0.000,24,24,0,0,3.843873,3.843873,128,33.299749
similarity_w0,route1,similarity,0,25,24,C,sim_014,0.000,23,23,0,0,3.839033,3.839033,128,33.341726
similarity_w0,route1,similarity,0,26,25,C,sim_015,0.000,21,21,0,0,3.834530,3.834530,128,33.380883
similarity_w0,route1,similarity,0,27,29,C,sim_015,0.000,23,23,23,1,3.425916,3.425916,128,37.362275
similarity_w0,route1,similarity,0,28,30,C,sim_015,0.000,21,21,21,1,3.420444,3.420444,128,37.422046
similarity_w0,route1,similarity,0,29,27,C,sim_016,0.000,23,23,0,0,3.420199,3.420199,128,37.424725
similarity_w0,route1,similarity,0,30,31,D,sim_017,0.000,22,22,0,0,4.139059,4.139059,128,30.924902
similarity_w0,route1,similarity,0,31,38,D,sim_017,0.000,22,22,22,1,4.131074,4.131074,128,30.984678
similarity_w0,route1,similarity,0,32,32,D,sim_018,0.000,23,23,0,0,4.132488,4.132488,128,30.974076
similarity_w0,route1,similarity,0,33,33,D,sim_019,0.000,22,22,0,0,3.807507,3.807507,121,31.779321
similarity_w0,route1,similarity,0,34,36,D,sim_019,0.000,22,22,22,1,3.773002,3.773002,121,32.069956
similarity_w0,route1,similarity,0,35,34,D,sim_020,0.000,20,20,0,0,3.972729,3.972729,128,32.219663
